Year,Movie,Worldwide
2008,Meet the Spartans,"$84,646,831 "
2008,Rookies,"$85,405,510 "
2008,Max Payne,"$87,775,050 "
2008,The Tale of Despereaux,"$90,482,317 "
2008,Speed Racer,"$93,394,462 "
2008,Role Models,"$94,500,826 "
2008,Nim's Island,"$101,857,425 "
2008,Pineapple Express,"$102,404,019 "
2008,Vicky Cristina Barcelona,"$104,504,817 "
2008,Forgetting Sarah Marshall,"$105,475,310 "
2008,Made of Honor,"$106,548,738 "
2008,Fool¡¯s Gold,"$109,362,966 "
2008,Transporter 3,"$112,930,957 "
2008,The Reader,"$112,964,875 "
2008,Rambo,"$113,244,290 "
2008,Changeling,"$113,805,580 "
2008,Saw V,"$118,209,778 "
2008,Body of Lies,"$118,556,530 "
2008,Step Brothers,"$128,107,642 "
2008,The Forbidden Kingdom,"$129,075,270 "
2008,Ast¨¦rix aux Jeux Olympiques,"$132,999,811 "
2008,Step Up 2 the Streets,"$148,586,910 "
2008,Vantage Point,"$150,886,329 "
2008,Beverly Hills Chihuahua,"$154,218,168 "
2008,21,"$159,846,429 "
2008,27 Dresses,"$160,247,805 "
2008,Hellboy II: The Golden Army,"$160,388,063 "
2008,The Happening,"$162,778,384 "
2008,The Spiderwick Chronicles,"$162,839,667 "
2008,Seven Pounds,"$166,617,328 "
2008,Burn After Reading,"$168,167,798 "
2008,Four Christmases,"$168,311,558 "
2008,Cloverfield,"$171,302,226 "
2008,Eagle Eye,"$180,585,259 "
2008,Tropic Thunder,"$191,145,256 "
2008,You Don't Mess With the Zohan,"$202,910,991 "
2008,Valkyrie,"$203,932,174 "
2008,Australia,"$215,080,810 "
2008,What Happens in Vegas,"$218,535,708 "
2008,Bedtime Stories,"$221,468,935 "
2008,Jumper,"$222,640,812 "
2008,Yes Man,"$225,990,976 "
2008,Get Smart,"$226,739,416 "
2008,Taken,"$226,941,585 "
2008,The Day the Earth Stood Still,"$237,370,350 "
2008,Journey to the Center of the Earth,"$243,180,937 "
2008,Bienvenue chez les Ch'tis,"$247,474,497 "
2008,Marley & Me,"$247,812,011 "
2008,The Incredible Hulk,"$265,573,859 "
2008,"10,000 B.C.","$269,065,678 "
2008,High School Musical 3: Senior Year,"$274,392,880 "
2008,Gran Torino,"$274,543,085 "
2008,Horton Hears a Who,"$299,477,886 "
2008,Bolt,"$328,015,029 "
2008,The Curious Case of Benjamin Button,"$329,631,958 "
2008,Wanted,"$342,416,460 "
2008,Slumdog Millionaire,"$383,825,427 "
2008,Twilight,"$402,278,564 "
2008,The Mummy: Tomb of the Dragon Emperor,"$405,760,225 "
2008,Sex and the City,"$415,247,258 "
2008,The Chronicles of Narnia: Prince Caspian,"$417,341,288 "
2008,WALL-E,"$532,508,025 "
2008,Iron Man,"$585,171,547 "
2008,Quantum of Solace,"$591,692,078 "
2008,Mamma Mia!,"$592,235,962 "
2008,Madagascar: Escape 2 Africa,"$599,680,774 "
2008,Hancock,"$624,234,272 "
2008,Kung Fu Panda,"$631,910,531 "
2008,Indiana Jones and the Kingdom of the ÿ,"$786,635,413 "
2008,The Dark Knight,1006234167.00 
2009,Bandslam,"$12,967,829 "
2009,Thirst,"$13,158,962 "
2009,Chasseurs de dragons,"$13,446,115 "
2009,Thirst,"$13,468,951 "
2009,Wanted,"$13,753,723 "
2009,"Angus, Thongs and Perfect Snogging","$13,835,569 "
2009,On His Majesty's Secret Service,"$14,303,209 "
2009,M_nnersache,"$14,378,901 "
2009,Obitaemyy ostrov,"$15,000,000 "
2009,Celda 211,"$15,200,000 "
2009,"The Goods: Live Hard, Sell Hard","$15,297,318 "
2009,Ajab Prem Ki Ghazab Kahani,"$15,906,411 "
2009,Running Turtle,"$16,083,981 "
2009,Two Lovers,"$16,349,034 "
2009,"I Love You, Beth Cooper","$16,382,538 "
2009,Der Baader Meinhof Komplex,"$16,498,827 "
2009,Pandorum,"$17,033,431 "
2009,Bright Star,"$17,220,091 "
2009,12 Rounds,"$17,306,648 "
2009,Sunshine Cleaning,"$17,329,337 "
2009,Adventureland,"$17,553,055 "
2009,High Security Vacation,"$17,686,092 "
2009,Madeo,"$17,735,928 "
2009,Delhi 6,"$17,884,197 "
2009,Dorian Gray,"$18,353,669 "
2009,Fired Up,"$18,608,570 "
2009,Whip It,"$18,889,972 "
2009,Capitalism: A Love Story,"$19,121,531 "
2009,Neuilly Sa M¨¨re,"$19,637,575 "
2009,Amelia,"$19,756,077 "
2009,Nanjing! Nanjing!,"$20,122,558 "
2009,Chilgeup gongmuwon,"$20,468,524 "
2009,My Life in Ruins,"$20,477,425 "
2009,Easy Virtue,"$20,537,741 "
2009,Eiga doraemon: Shin. Nobita no uch_ kÿ,"$21,463,266 "
2009,Wild Child,"$21,618,331 "
2009,Se Eu Fosse Voce 2,"$21,734,431 "
2009,Ip Man,"$22,114,423 "
2009,Chernaya Molniya,"$22,435,112 "
2009,Imagine That,"$22,438,144 "
2009,The Accidental Husband,"$22,707,064 "
2009,A Perfect Getaway,"$22,815,460 "
2009,Love Aaj Kal,"$23,657,432 "
2009,Armored,"$23,661,038 "
2009,Kambakkht Ishq,"$24,320,181 "
2009,Tsurugidake: Ten no Ki,"$24,405,079 "
2009,Das Weisse Band: Eine deutsche Kinderÿ,"$25,727,044 "
2009,Yatt¨¤man,"$26,669,089 "
2009,Sorority Row,"$26,735,797 "
2009,Observe and Report,"$27,148,898 "
2009,A Single Man,"$28,142,379 "
2009,The Road,"$29,206,732 "
2009,The Stepfather,"$29,227,561 "
2009,An Education,"$29,652,736 "
2009,St. Trinian¡¯s,"$29,830,239 "
2009,Shorts,"$29,870,801 "
2009,New in Town,"$29,937,909 "
2009,A Serious Man,"$30,360,570 "
2009,Jonas Brothers: The 3D Concert Experiÿ,"$30,428,831 "
2009,Chi Bi Juezhan Tianxia,"$30,500,000 "
2009,Yomei Ikkagetsu no Hanayome,"$31,510,715 "
2009,The Young Victoria,"$31,878,891 "
2009,Jennifer's Body,"$31,943,401 "
2009,Dance Flick,"$32,224,624 "
2009,The Invention of Lying,"$32,714,818 "
2009,Fighting,"$32,831,707 "
2009,Entre les murs,"$34,114,067 "
2009,The Box,"$34,356,760 "
2009,(500) Days of Summer,"$34,515,303 "
2009,Whatever Works,"$35,106,706 "
2009,Crank 2: High Voltage,"$35,472,739 "
2009,Toy Story 3D Double Feature,"$35,868,069 "
2009,Love Happens,"$36,133,014 "
2009,Gomorra,"$37,339,594 "
2009,The Boat That Rocked,"$37,472,651 "
2009,Halloween 2,"$38,512,850 "
2009,The Soloist,"$38,522,450 "
2009,Cirque du Freak: The Vampire's Assistant,"$39,753,957 "
2009,All About Steve,"$40,127,259 "
2009,Pokemon 2009,"$40,952,392 "
2009,Astro Boy,"$41,636,243 "
2009,The Informant!,"$41,771,168 "
2009,Gamer,"$42,002,029 "
2009,The Uninvited,"$42,778,961 "
2009,Home,"$44,793,168 "
2009,Notorious,"$44,972,183 "
2009,Brothers,"$45,043,870 "
2009,Take Off,"$45,743,246 "
2009,Fantastic Mr. Fox,"$46,458,811 "
2009,The Last House on the Left,"$46,526,243 "
2009,Desu Noto 2,"$47,000,000 "
2009,Crazy Heart,"$47,417,251 "
2009,Under the Sea 3D,"$47,522,347 "
2009,9,"$48,559,999 "
2009,The Fourth Kind,"$49,486,874 "
2009,Push,"$49,678,401 "
2009,The Hurt Locker,"$49,876,984 "
2009,Coco avant Chanel,"$50,813,834 "
2009,I Can Do Bad All By Myself,"$51,733,921 "
2009,Defiance,"$52,987,754 "
2009,Wickie und die starken M_nner,"$53,049,987 "
2009,The International,"$53,850,527 "
2009,Dragonball Evolution,"$56,511,457 "
2009,Nine,"$56,984,219 "
2009,Year One,"$57,604,723 "
2009,Aliens in the Attic,"$59,551,283 "
2009,Ninja Assassin,"$62,209,892 "
2009,Ji¨¤n g¨²o d¨¤ y¨¨,"$62,995,096 "
2009,The Imaginarium of Doctor Parnassus,"$64,352,607 "
2009,Inkheart,"$66,655,938 "
2009,The Men Who Stare at Goats,"$67,348,218 "
2009,Precious (Based on the Novel Push by ÿ,"$68,722,848 "
2009,3 Idiots,"$69,533,849 "
2009,Land of the Lost,"$69,548,641 "
2009,Saw VI,"$69,752,402 "
2009,The Pink Panther 2,"$70,022,978 "
2009,Flickan som lekte med elden,"$70,697,112 "
2009,Funny People,"$71,880,305 "
2009,Obsessed,"$73,964,713 "
2009,The Unborn,"$78,208,812 "
2009,The Haunting in Connecticut,"$78,758,522 "
2009,Orphan,"$78,769,428 "
2009,Fame,"$80,227,619 "
2009,Did You Hear About the Morgans?,"$80,480,566 "
2009,Duplicity,"$81,079,566 "
2009,State of Play,"$88,832,210 "
2009,Madea Goes To Jail,"$90,508,336 "
2009,Drag Me To Hell,"$91,388,487 "
2009,Underworld 3: Rise of the Lycans,"$92,141,886 "
2009,"I Love You, Man","$92,302,502 "
2009,Friday the 13th,"$92,670,237 "
2009,The Lovely Bones,"$94,894,448 "
2009,Old Dogs,"$95,104,304 "
2009,My Sister¡¯s Keeper,"$96,673,002 "
2009,Where the Wild Things Are,"$99,123,656 "
2009,Zombieland,"$102,236,596 "
2009,The Time Traveler¡¯s Wife,"$102,332,135 "
2009,Ghosts of Girlfriends Past,"$102,512,802 "
2009,My Bloody Valentine,"$102,836,002 "
2009,Race to Witch Mountain,"$105,103,784 "
2009,Confessions of a Shopaholic,"$108,027,701 "
2009,Planet 51,"$108,996,113 "
2009,M_n som hatar kvinnor,"$109,421,911 "
2009,Bride Wars,"$115,150,424 "
2009,Earth,"$116,773,317 "
2009,Red Cliff,"$119,627,047 "
2009,Surrogates,"$119,668,350 "
2009,Hotel for Dogs,"$122,357,172 "
2009,Invictus,"$124,514,011 "
2009,Coraline,"$126,037,057 "
2009,Law Abiding Citizen,"$131,159,781 "
2009,Julie & Julia,"$131,516,178 "
2009,Br¨¹no,"$138,708,527 "
2009,17 Again,"$139,474,906 "
2009,The Taking of Pelham 123,"$152,364,370 "
2009,Up in the Air,"$166,842,739 "
2009,Hannah Montana: The Movie,"$169,173,206 "
2009,Couples Retreat,"$172,450,423 "
2009,He's Just Not That Into You,"$181,053,657 "
2009,Paul Blart: Mall Cop,"$185,904,750 "
2009,Knowing,"$186,450,317 "
2009,Watchmen,"$186,976,250 "
2009,The Final Destination,"$187,384,627 "
2009,Paranormal Activity,"$194,183,034 "
2009,Gake no ue no Ponyo,"$205,162,666 "
2009,The Ugly Truth,"$205,298,907 "
2009,Public Enemies,"$212,282,709 "
2009,District 9,"$212,453,431 "
2009,It¡¯s Complicated,"$224,614,744 "
2009,Cloudy with a Chance of Meatballs,"$236,827,677 "
2009,Michael Jackson's This Is It,"$252,091,016 "
2009,The Princess and the Frog,"$270,997,378 "
2009,G-Force,"$292,817,841 "
2009,G.I. Joe: The Rise of Cobra,"$302,469,017 "
2009,The Blind Side,"$305,705,794 "
2009,The Proposal,"$314,709,717 "
2009,Disney¡¯s A Christmas Carol,"$315,709,697 "
2009,Inglourious Basterds,"$316,802,281 "
2009,Fast & Furious,"$359,347,833 "
2009,Terminator Salvation,"$365,491,792 "
2009,X-Men Origins: Wolverine,"$374,825,760 "
2009,Monsters vs. Aliens,"$381,687,380 "
2009,Star Trek,"$386,839,614 "
2009,Night at the Museum: Battle of the Smÿ,"$402,231,063 "
2009,Alvin and the Chipmunks: The Squeakquel,"$443,483,213 "
2009,The Hangover,"$465,487,583 "
2009,Angels & Demons,"$490,875,846 "
2009,Sherlock Holmes,"$498,438,212 "
2009,The Twilight Saga: New Moon,"$687,557,727 "
2009,Up,"$731,463,377 "
2009,2012,"$757,677,748 "
2009,Transformers: Revenge of the Fallen,836519699.00 
2009,Ice Age: Dawn of the Dinosaurs,886686817.00 
2009,Harry Potter and the Half-Blood Prince,929411069.00 
2009,Avatar,2923706026.00 
2010,Chloe,"$13,176,612 "
2010,Vykrutasy,"$13,835,287 "
2010,I Hate Luv Storys,"$14,720,564 "
2010,The Reef,"$15,037,867 "
2010,Io sono l¡¯amore,"$15,121,528 "
2010,Raavan,"$15,284,375 "
2010,Made in Dagenham,"$15,644,196 "
2010,The Last Station,"$15,696,146 "
2010,Anjaana Anjaani,"$15,738,212 "
2010,Once Upon a Time in Mumbai,"$15,753,012 "
2010,Extraordinary Measures,"$15,826,984 "
2010,Incendies,"$16,017,448 "
2010,Winter¡¯s Bone,"$16,131,551 "
2010,Sea Rex 3D: Journey to a Prehistoric ÿ,"$16,515,203 "
2010,Blue Valentine,"$16,566,240 "
2010,My Soul to Take,"$16,727,470 "
2010,Le h¨¦risson,"$16,835,188 "
2010,Somewhere,"$17,023,121 "
2010,Kites,"$17,155,193 "
2010,Boodanggeorae,"$17,218,998 "
2010,The Oxford Murders,"$17,704,131 "
2010,Repo Men,"$18,195,238 "
2010,[Rec] 2,"$18,527,766 "
2010,Housefull,"$18,726,300 "
2010,Micmacs,"$18,821,576 "
2010,71: Into the Fire,"$19,321,681 "
2010,Youth in Revolt,"$19,685,588 "
2010,Un Proph¨¨te,"$19,910,624 "
2010,Another Year,"$20,005,613 "
2010,The Nutcracker in 3D,"$20,466,016 "
2010,Country Strong,"$20,601,987 "
2010,Nosso Lar,"$20,932,364 "
2010,Buried,"$21,270,290 "
2010,Our Family Wedding,"$21,410,546 "
2010,Fair*Game,"$21,792,905 "
2010,Just Wright,"$21,867,665 "
2010,"Io, Loro e Lara","$21,903,000 "
2010,Three Kingdoms: Resurrection of the Dÿ,"$22,139,590 "
2010,"I Love You, Phillip Morris","$23,014,027 "
2010,Soul Kitchen,"$23,347,461 "
2010,Lottery Ticket,"$24,719,879 "
2010,Tees Maar Khan,"$24,785,571 "
2010,Mao's Last Dancer,"$25,941,437 "
2010,Ramona and Beezus,"$27,469,621 "
2010,Raajneeti,"$27,702,802 "
2010,Let Me In,"$28,270,399 "
2010,Splice,"$28,542,494 "
2010,Case 39,"$28,773,827 "
2010,The Losers,"$29,863,840 "
2010,Robot,"$31,267,492 "
2010,Golmaal 3,"$32,056,809 "
2010,Leap Year,"$32,618,920 "
2010,You Again,"$32,838,945 "
2010,L'arnacouer,"$34,936,771 "
2010,Camping 2,"$34,959,667 "
2010,Faster,"$35,792,945 "
2010,The Kids Are All Right,"$36,275,469 "
2010,Bayside Shakedown 3: Set the Guys Loose,"$38,000,000 "
2010,For Colored Girls,"$38,017,873 "
2010,You Will Meet a Tall Dark Stranger,"$38,535,748 "
2010,Tau ming chong,"$38,899,792 "
2010,Agora,"$38,992,292 "
2010,Brooklyn's Finest,"$39,233,233 "
2010,Furry Vengeance,"$39,340,177 "
2010,El secreto de sus ojos,"$40,527,719 "
2010,Ajeossi,"$40,650,572 "
2010,Luftslottet som spr_ngdes,"$41,179,660 "
2010,Joheunnom nabbeunnom isanghannom,"$42,226,657 "
2010,My Name is Khan,"$42,355,526 "
2010,Going the Distance,"$43,603,990 "
2010,When in Rome,"$43,796,937 "
2010,Shi Yue Wei Cheng,"$44,195,779 "
2010,Machete,"$46,370,970 "
2010,The Spy Next Door,"$46,752,858 "
2010,Dabangg,"$47,017,018 "
2010,Hachiko: A Dog¡¯s Story,"$47,707,417 "
2010,Charlie St. Cloud,"$48,478,084 "
2010,Frozen,"$48,533,065 "
2010,She's Out of My League,"$48,680,977 "
2010,Alpha and Omega,"$48,958,353 "
2010,Death at a Funeral,"$48,977,233 "
2010,Scott Pilgrim vs. The World,"$49,286,548 "
2010,How Do You Know?,"$49,628,177 "
2010,The Switch,"$49,858,465 "
2010,Daybreakers,"$51,445,503 "
2010,Le Petit Nicolas,"$52,339,566 "
2010,Konferenz der Tiere,"$53,048,539 "
2010,From Paris With Love,"$53,139,168 "
2010,Cop Out,"$55,909,910 "
2010,The Crazies,"$56,445,534 "
2010,Remember Me,"$56,506,120 "
2010,Morning Glory,"$59,795,070 "
2010,127 Hours,"$60,217,171 "
2010,Secretariat,"$60,376,247 "
2010,Why Did I Get Married Too?,"$60,831,067 "
2010,Devil,"$63,354,114 "
2010,Haeundae,"$64,733,391 "
2010,The Ghost Writer,"$65,532,491 "
2010,Hot Tub Time Machine,"$65,967,750 "
2010,Fei Cheng Wu Rao 2,"$66,009,013 "
2010,The Next Three Days,"$67,255,916 "
2010,Legion,"$67,647,574 "
2010,The American,"$67,950,723 "
2010,Skyline,"$68,264,973 "
